"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QJSYZKVY","thesis","2019","Whitmore, B. M.; Ohman, Mark","Zooglider reveals the importance of marine snow, small particles, and body size to planktonic trophic interactions","","","","","","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","Ph.D.","","","","","Accession Number: CCE LTER Contribution #0468; AR2020","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4LH2UAQ","journalArticle","2019","Stukel, M. R. and T. B. Kelly","The carbon: 234Thorium ratios of sinking particles in the California current ecosystem 2: Examination of a thorium sorption, desorption, and particle transport model","Marine Chemistry","","","","https://urldefense.com/v3/__https://doi.org/10.1016/j.marchem.2019.03.005__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypBlqDc4w$","Thorium-234 (234Th) is a powerful tracer of particle dynamics and the biological pump in the surface ocean; however, variability in carbon: thorium ratios of sinking particles adds substantial uncertainty to estimates of organic carbon export. We coupled a mechanistic thorium sorption and desorption model to a one-dimensional particle sinking model that uses realistic particle settling velocity spectra. The model generates estimates of 238Ue234Th disequilibrium, particulate organic carbon concentration, and the C:234Th ratio of sinking particles, which are then compared to in situ measurements from quasi-Lagrangian studies conducted on six cruises in the California Current Ecosystem. Broad patterns observed in in situ measurements, including decreasing C:234Th ratios with depth and a strong correlation between sinking C:234Th and the ratio of vertically-integrated particulate organic carbon (POC) to vertically-integrated total water column 234Th, were accurately recovered by models assuming either a power law distribution of sinking speeds or a double log normal distribution of sinking speeds. Simulations suggested that the observed decrease in C:234Th with depth may be driven by preferential remineralization of carbon by particle-attached microbes. However, an alternate model structure featuring complete consumption and/or disaggregation of particles by mesozooplankton (e.g. no preferential remineralization of carbon) was also able to simulate decreasing C:234Th with depth (although the decrease was weaker), driven by 234Th adsorption onto slowly sinking particles. Model results also suggest that during bloom decays C:234Th ratios of sinking particles should be higher than expected (based on contemporaneous water column POC), because high settling velocities minimize carbon remineralization during sinking","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","37-51","","","211","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0451; AR2019 Type: 10.1016/j.marchem.2019.03.005","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L3759MJ3","journalArticle","2019","Nickels, C. F.","The euphausiid prey field for blue whales around a steep bathymetric feature in the southern California current system","Limnol. Oceanogr.","","","","","Euphausiids are important prey for many marine organisms and often occur in patchy aggregations. Euphausiid predators, such as blue whales, may become concentrated in the vicinity of these aggregations. We investigated an area called Nine Mile Bank (NMB) near San Diego, California, defined by an area of steep bathymetry, to determine whether the frequent whale sightings in that locality can be explained by the distribution of euphausiids across the bank and by the vertical distribution of euphausiids in the water column. Thysanoessa spinifera, the strongly preferred blue whale prey euphausiid in this area, was consistently more abundant on the bank or inshore of it than offshore. In contrast, Euphausia pacifica, a minor blue whale prey item, was much more abundant and distributed across the study region. Adults of both species were concentrated in a stratum corresponding to the feeding depth of blue whales. Other euphausiids that form a negligible part of the blue whale diet also showed no association with NMB. Both blue whales and their primary prey species Thysanoessa spinifera were more abundant on or inshore of the bank than offshore, suggesting that the bank may serve as an offshore limit of high prey abundance that helps to concentrate blue whales.","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","390-405","","","64","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0425; AR2019 Type: 10.1002/lno.11047","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LX45FYC","thesis","2019","Nagarkar, M.; Palenik, Brian","Temporal Dynamics of Marine Microbial Communities at the SIO Pier","","","","","","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","Ph.D.","","","","","Accession Number: CCE LTER Contribution #0453; AR2020 Volume: Ph.D.","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YAUVVELA","journalArticle","2019","Liguori, G. and E. Di Lorenzo","Separating the North and South Pacific Meridional Modes contributions to ENSO and tropical decadal variability","Geophys. Res. Lett.","","","","https://urldefense.com/v3/__https://doi.org/10.1029/2018GL080320__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypd_L2dwM$","North and South Pacific Meridional Modes (NPMM and SPMM) are known precursors of El Niño–Southern Oscillation (ENSO) and Tropical Pacific decadal variability (TPDV). However, the relative importance of these precursors and the timescale on which they impact the tropics remain unclear. Using a 30‐member ensemble of the Community Earth System Model as the control climate, we generate two additional members where the NPMM and SPMM are selectively suppressed. We find that both meridional modes energize the tropical variance independently on different timescales. The absence of NPMM leads to a significant reduction of the tropical interannual variability (~35%), while the absence of the SPMM has no appreciable impact on ENSO but significantly reduces the TPDV (~30%). While the relative importance of the NPMM and SPMM may be model dependent, the stochastic atmospheric variability in the extratropics that energizes the meridional modes emerges as a key source of TPDV","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","906-915","","2","46","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0433; AR2019 Type: 10.1029/2018GL080320","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDC47TTK","journalArticle","2019","Sainz, J. F.","Spatial planning of Marine Aquaculture under Climate Decadal Variability: A case study for Mussel Farms in California","Frontiers of Marine Science","","","","","The growth of marine aquaculture over the 21st century is a promising venture for food security because of its potential to fulfill the seafood deficit in the future. However, to maximize the use of marine space and its resources, the spatial planning of marine aquaculture needs to consider the regimes of climate variability in the oceanic environment, which are characterized by large-amplitude interannual to decadal fluctuations. It is common to see aquaculture spatial planning schemes that do not take variability into consideration. This assumption may be critical for management and for the expansion of marine aquaculture, because projects require investments of capital and need to be profitable to establish and thrive. We analyze the effect of climate variability on the profitability of hypothetical mussel aquaculture systems in the Southern California Bight. Using historical environmental data from 1981 to 2008, we combine mussel production and economics models at different sites along the coast to estimate the Net Present Value as an economic indicator of profitability. We find that productivity of the farms exhibits a strong coherent behavior with marketed decadal fluctuations that are connected to climate of the North Pacific Basin, in particular linked to the phases of the North Pacific Gyre Oscillation (NPGO). This decadal variability has a strong impact on profitability both temporally and spatially, and emerges because of the mussels’ dependence on multiple oceanic environmental variables. Depending on the trend of the decadal regimes in mussel productivity and the location of the farms, these climate fluctuations will affect cost recovery horizon and profitability for a given farm. These results suggest that climate variability should be taken into consideration by managers and investors on decision making to maximize profitability.","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","253","6","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0449; AR2019 Type: 10.3389/fmars.2019.00253","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78SK2UBH","journalArticle","2019","Kranzler, C. F.","Silicon limitation facilitates virus infection and mortality of marine diatoms","Nature Microbiology","","","","","Diatoms are among the most globally distributed and ecologically successful organisms in the modern ocean, contributing upwards of 40% of total marine primary productivity1,2. By  converting dissolved silicon into biogenic silica, and photosynthetically  fixing carbon dioxide into particulate organic carbon, diatoms effectively couple the silicon (Si) and carboncycles and ballast substantial vertical flux of carbon out of the euphotic zone into the mesopelagic and deep ocean3–5. Viruses are key players in ocean biogeochemical cycles6,7, yet little is known about how viral infection specifically impacts diatom populations. Here, we show that Si limitation facilitates virus infection and mortality in diatoms in the highly productive coastal waters of the California Current Ecosystem. Using metatranscriptomic analysis of cell-associated diatom viruses and targeted quantification of extracellular viruses, we found a link between Si stress and the early, active and lytic stages of viral infection. This relationship was also observed in cultures of the bloom-forming diatom Chaetoceros tenuissimus, where Si stress accelerated virus-induced mortality. Together, these findings contextualize viruses within the ecophysiological framework of Si availability and diatom-mediated biogeochemical cycling.","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","1790-1797","","","4","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0454; AR2020 Type: 10.1038/s41564-019-0502-x","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NMFX3GP","journalArticle","2019","Kelly, T. B.","The importance of mesozooplankton diel vertical migration for sustaining a mesopelagic food web","Frontiers in Marine Science","","","","","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","508","6","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0440; AR2019 Type: 10.3389/fmars.2019.00508","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEGKE6UY","journalArticle","2019","Gaskell, D. E.","Zooglider-based measurements of planktonic foraminifera in the California Currrent System","Journal of Foraminiferal Research","","","","https://urldefense.com/v3/__https://doi.org/10.2113/gsjfr.49.4.390__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp-JLs4dc$","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","390-404","","","49","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0457; AR2020 Type: 10.2113/gsjfr.49.4.390","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URQ8M56S","journalArticle","2018","Thompson, A. R.","State of the California Current 2017–18: Still Not Quite Normal in the North and Getting Interesting in the South","CalCOFI Reports","","","","","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","1-66","","","59","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0445; AR2019","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y6WT69JE","thesis","2019","Carrière-Garwood, Jessica; Franks, Peter","Transport in Internal Waves with a Background Flow: Lessons Learned from Robotic Larval Mimics","","","","","","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","Ph.D.","","","","","Accession Number: CCE LTER Contribution #0465; AR2020 Volume: Ph.D.","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GHAYQXHP","journalArticle","2018","Santora, J. A.","Submarine canyons represent an essential habitat network for krill hotspots in a Large Marine Ecosystem","Scientific Reports","","","","","Submarine canyon systems are ubiquitous features of marine ecosystems, known to support high levels of biodiversity. Canyons may be important to benthic-pelagic ecosystem coupling, but their role in concentrating plankton and structuring pelagic communities is not well known. We hypothesize that at the scale of a large marine ecosystem, canyons provide a critical habitat network, which maintain energy fow and trophic interactions. We evaluate canyon characteristics relative to the distribution and abundance of krill, critically important prey in the California Current Ecosystem. Using a geological database, we conducted a census of canyon locations, evaluated their dimensions, and quantifed functional relationships with krill hotspots (i.e., sites of persistently elevated abundance) derived from hydro-acoustic surveys. We found that 76% of krill hotspots occurred within and adjacent to canyons. Most krill hotspots were associated with large shelf-incising canyons. Krill hotspots and canyon dimensions displayed similar coherence as a function of latitude and indicate a potential regional habitat network. The latitudinal migration of many fsh, seabirds and mammals may be enhanced by using this canyon-krill network to maintain foraging opportunities. Biogeographic assessments and predictions of krill and krill-predator distributions under climate change may be improved by accounting for canyons in habitat models.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","7579","","1","8","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0413; AR2018 Type: 10.1038/s41598-018-25742-9","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMW2LK2P","journalArticle","2018","Stukel, M. R.","The role of subduction and gravitational sinking in particle export, carbon sequestration, and the remineralization length scale in the California Current Ecosystem","Limnol. Oceanogr.","","","","","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","363-383","","","63","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0383; AR2017,FRII2017 Type: 10.1002/lno.10636","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A47NKRV5","journalArticle","2018","Nickels, C. F.","The morphology of euphausiid mandibles used to assess selective predation by blue whales in the southern sector of the California Current System","Journal of Crustacean Biology","","","","","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","563-573","","5","38","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0421; AR2019 Type: 10.1093/jcbiol/ruy062","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQPBFQ2Z","journalArticle","2018","Ohman, M. D.","Zooglider: An autonomous vehicle for optical and acoustic sensing of zooplankton","Limnol. Oceanogr.: Methods","","","","","We present the design and preliminary results from ocean deployments of Zooglider, a new autonomous zooplankton-sensing glider. Zooglider is a modified Spray glider that includes a low-power camera (Zoocam) with telecentric lens and a custom dual frequency Zonar (200 and 1000 kHz). The Zoocam quantifies zooplankton and marine snow as they flow through a defined volume inside a sampling tunnel. Images are acquired on average every 5 cm from a maximum operating depth of ~ 400 m to the sea surface. Biofouling is mitigated using a dual approach: an ultraviolet light-emitting diode and a mechanical wiper. The Zonar permits differentiation of large and small acoustic backscatterers in larger volumes than can be sampled optically. Other sensors include a pumped conductivity, temperature, and depth unit and chlorophyll a fluorometer. Zooglider enables fully autonomous in situ measurements of mesozooplankton distributions, together with the three-dimensional orientation of organisms and marine snow in relation to other biotic and physical properties of the ocean water column. It is well suited to resolve thin layers and microscale ocean patchiness. Battery capacity supports 50 d of operations. Zooglider includes two-way communications via Iridium, permitting near-real–time transmission of data from each dive profile, as well as interactive instrument control from remote locations for adaptive sampling.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0430; AR2019 Type: 10.1002/lom3.10301","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5F76G9LV","journalArticle","2018","Lévy, M.","The role of submesoscale currents in structuring marine ecosystems","Nature Communications","","","","","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","1","9","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0448; AR2019 Type: Review, 10.1038/s41467-018-07059-3","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
