"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"K5D6AC7G","journalArticle","2018","Siegelman-Charbit, L.","Physical forcing on fish abundance in the southern California Current System","Fisheries Oceanography","","","","","The California Current System (CCS) is an eastern boundary current system withstrong biological productivity largely due to seasonal wind-driven upwelling andtransport of the California Current (CC). Two independent, yet complementary timeseries, CalCOFI ichthyoplankton surveys and sampling of southern California powerplant cooling-water intakes, have indicated that an assemblage of predominantlycool-water affinity fishes spanning nearshore to oceanic environments in the south-ern CCS has declined dramatically from the 1970s to the 2000s. We examinedpotential oceanographic drivers behind this decline both within and north of theCalCOFI survey area in order to capture upstream processes as well. Empiricalorthogonal function (EOF) analyses using output from a data-assimilative regionalocean model revealed significant relationships between the fish time series and spa-tial patterns of upwelling, upper ocean heat content and eddy kinetic energy in theCCS. Correlation and linear regression analyses indicated that the declining trend infish abundance was correlated with a suite of factors: reduced offshore andincreased inshore upwelling; a long term warming trend combined with more recentinterannual variability in ocean temperature; weaker eddy kinetic energy north ofPoint Conception (35°N), potentially indicating reduced transport of the CaliforniaCurrent (CC); increased influence of the California Undercurrent (CUC); and adecline in zooplankton displacement volume across the southern CCS. Understand-ing how changes in oceanography affect fish populations will offer insights intomanaging fisheries in a changing climate","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","475-488","","","27","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0367; AR2016 Type: 10.1111/fog.12267","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLXP8BWS","journalArticle","2018","Kilpatrick, T.","Satellite observations of enhanced chlorophyll variability in the Southern California Bight","Journal of Geophysical Research: Oceans","","","","https://urldefense.com/v3/__https://doi.org/10.1029/2018JC014248__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp3UF1j6U$","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","7550-7563","","","123","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0429; AR2019 Type: 10.1029/2018JC014248","","","","CCE; CalCOFI; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJFAZ3YC","journalArticle","2018","Black, B. A.","Rising synchrony controls western North American ecosystems","Global Change Biology","","","","","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","2305-2314","","24","","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0414; AR2018 Type: 10.1111/gcb.14128","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4GF25UJ","journalArticle","2018","Hogle, S. L.","Pervasive iron limitation at subsurface chlorophyll maxima of the California Current","PNAS","","","","","Subsurface chlorophyll maximum layers (SCMLs) are nearly ubiquitous in stratified water columns and exist at horizontal scales ranging from the submesoscale to the extent of oligotrophic gyres. These layers of heightened chlorophyll and/or phytoplankton concentrations are generally thought to be a consequence of a balance between light energy from above and a limiting nutrient flux from below, typically nitrate (NO3). Here we present multiple lines of evidence demonstrating that iron (Fe) limits or with light colimits phytoplankton communities in SCMLs along a primary productivity gradient from coastal to oligotrophic offshore waters in the southern California Current ecosystem. SCML phytoplankton responded markedly to added Fe or Fe/light in experimental incubations and transcripts of diatom and picoeukaryote Fe stress genes were strikingly abundant in SCML metatranscriptomes. Using a biogeochemical proxy with data from a 40-y time series, we find that diatoms growing in California Current SCMLs are persistently Fe deficient during the spring and summer growing season.We also find that the spatial extent of Fe deficiency within California Current SCMLs has significantly increased over the last 25 y in line with a regional climate index. Finally, we show that diatom Fe deficiency may be common in the subsurface of major upwelling zones worldwide. Our results have important implications for our understanding of the biogeochemical consequences of marine SCML formation and maintenance.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","13300-13305","","52","115","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0434; AR2019 Type: 10.1073/pnas.1813192115","","","","CALCOFI; CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Q7CX9VZ","journalArticle","2017","Santora, J. A.","Persistence of trophic hotspots and relation to human impacts within an upwelling marine ecosystem","Ecological Applications","","","","","Human impacts (e.g., ﬁshing, pollution, and shipping) on pelagic ecosystems are increasing, causing concerns about stresses on marine food webs. Maintaining predator–prey relationships through protection of pelagic hotspots is crucial for conservation and manage-ment of living marine resources. Biotic components of pelagic, plankton- based, ecosystems exhibit high variability in abundance in time and space (i.e., extreme patchiness), requiring  investigation of persistence of abundance across trophic levels to resolve trophic hotspots. Using a 26- yr record of indicators for primary production, secondary (zooplankton and larval ﬁsh), and tertiary (seabirds) consumers, we show distributions of trophic hotspots in the south-ern California Current Ecosystem result from interactions between a strong upwelling center and a productive retention zone with enhanced nutrients, which concentrate prey and preda-tors across multiple trophic levels. Trophic hotspots also overlap with human impacts, includ-ing ﬁsheries extraction of coastal pelagic and groundﬁsh species, as well as intense commercial shipping trafﬁc. Spatial overlap of trophic hotspots with ﬁsheries and shipping increases  vulnerability of the ecosystem to localized depletion of forage ﬁsh, ship strikes on marine  mammals, and pollution. This study represents a critical step toward resolving pelagic areas of high conservation interest for planktonic ecosystems and may serve as a model for other ocean  regions where ecosystem- based management and marine spatial planning of pelagic ecosystems is warranted.","2017","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","560-574","","2","27","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0335; AR2017,FRII2017 Type: 10.1002/eap.1466","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XL2EPBD3","report","2017","Sydeman W. J., S. Webb","Seabirds on the CalCOFI/CCE-LTER Survey, Spring 2017","","","","","","","2017","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","10 pgs","","","","","","","","","","","Farallon Institute","","","","","","","","","Accession Number: CCE LTER Contribution #0391; FRII2017 Publication Title: Data Report","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LS54QXM3","journalArticle","2017","Li, Q. P.","Recovering growth and grazing rates from nonlinear dilution experiments","Limnol. Oceanogr.","","","","","Biological rate measurements provide critical information for understanding key processes and modeling future states of marine ecosystems. Experimentally derived rates can be challenging to interpret when methodological assumptions are untested or potentially violated under variable natural conditions, such as the assumed linear grazing response of the dilution technique for estimating rates of phytoplankton growth and microzooplankton grazing impact. Here, we show that grazing nonlinearity can be related to the ratio of initial phytoplankton biomass to the half-saturation parameter in the Holling II model, while not being affected by varying grazer biomass during dilution experiments. From this, we present theory to recover growth and grazing rates from multi-treatment dilution experiments with nonlinear grazing results. We test our analyses with data collected during the California Current Ecosystem-Long-Term Ecological Research (CCE-LTER) program. We show that using a linear regression in 2-treatment dilution experiments may lead to underestimates of microzooplankton grazing rates, particularly in high-phytoplankton-biomass coastal regions where grazing can be saturated. Using the Holling II grazing model and a correction factor, growth and grazing rates from 2-treatment experiments can also be estimated, as illustrated by application to Lagrangian watertracking studies of growth and grazing dynamics in the CCE.","2017","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","1825-1835","","5","62","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0385; AR2017,FRII2017 Type: 10.1002/lno.10536","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2V4XUB99","journalArticle","2017","Kahru, M.","Ocean productivity from space: Commentary","Global Biogeochem. Cycles","","","","","","2017","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","131","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0411; AR2018 Type: 10.1002/2016GB005582","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2K3NCZQ","thesis","2017","Freibott, A.; Landry, Mike","Plankton community composition and grazing dynamics in upwelling regions of the Pacific Ocean","","","","","","","2017","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","Ph.D.","","","","","Accession Number: CCE LTER Contribution #0384; AR2017,FRII2017 Pages: 160 Volume: Ph.D.","","","","CCE; in press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5EYG3WL","journalArticle","2016","Ohman, M. D. and J.-B. Romagnan","Nonlinear effects of body size and optical attenuation on Diel Vertical Migration by zooplankton","Limnology and Oceanography","","","","","We adopt a trait-based approach to explain Diel Vertical Migration (DVM) across a diverse assemblage of planktonic copepods, utilizing body size as a master trait. We find a reproducible pattern of body sizedependence of day and night depths occupied, and of DVM. Both the smallest surface-dwelling and the largest deeper-dwelling copepods refrain from migrations, while intermediate-sized individuals show pronounced DVM. This pattern apparently arises as a consequence of size-dependent predation risk. In the size classes of migratory copepods the amplitude of DVM is further modulated by optical attenuation in the ocean water column because increased turbidity decreases encounter rates with visually hunting predators. Long-term changes in the ocean optical environment are expected to alter the vertical distributions of many copepods and thus to affect predator-prey encounters as well as oceanic carbon export.","2016","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","765-770","","","61","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0346; AR2016 Type: 10.1002/lno.10251","","","","CCE; Process_cruise; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59YKSAZM","thesis","2016","Netburn, A. N.","Responses of mesopelagic fish assemblages to environmental disturbance: ocean deoxygenation and oceanic fronts.","","","","","","","2016","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","University of California","San Diego, CA","","","Ph.D.","","","","","Accession Number: CCE LTER Contribution #0356; AR2016 Volume: Ph.D.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDI5WBM4","journalArticle","2016","McGill, P. R.","Sedimentation event sensor: New ocean instrument for in situ imaging and fluorometry of sinking particulate matter","Limnol. Oceanogr. Methods","","","","","Measuring the quantity and composition of sinking particulate matter is key to understanding biogeochemical processes in the ocean. This has been done in the past with sequencing sediment traps, which collect and store particulate matter in sample bottles for subsequent laboratory analysis. Having a limited number of bottles, these traditional traps force the user to choose between finer time resolution and longer deployment duration. We have built a new sediment trap that analyzes the collected material in situ, eliminating the need to preserve and store the samples. This new instrument, the Sedimentation Event Sensor (SES), captures macro images of the sample with front and back lighting, and takes fluorometric measurements in two bands as proxies for the presence of chlorophyll a and accessory pigments. The SES can process 6200 samples during a single deployment, which is the equivalent of 15 samples per day for more than a year. Here, we describe the design of the SES and present the results of its first three deployments at 3910 m depth. Images and fluorometry data revealed high variability of sinking particulate matter composition on the order of hours. Sedimentation patterns detected by the SES largely agreed with mass flux patterns measured from traditional traps deployed concurrently nearby. Given the functional differences, the SES is best used to complement rather than replace traditional sediment traps.","2016","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","853-863","","12","14","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0386; AR2017,FRII2017 Type: 10.1002/lom3.10131","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A22FVL8J","journalArticle","2016","Lindegren, M.","Resilience and stability of a pelagic marine ecosystem","Proceedings of the Royal Society B","","","","https://urldefense.com/v3/__http://dx.doi.org/10.1098/rspb.2015.1931__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypGiPySFw$","","2016","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","20151931","","","283","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0348; AR2016 Type: 10.1098/rspb.2015.1931","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWUXFCWG","journalArticle","2016","Jacox, M. G.","Optimal environmental conditions and anomalous ecosystem responses: constraining bottom-up controls of phytoplankton biomass in the California Current System","Nature Scientific Reports","","","","","","2016","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","6:27612","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0363; AR2016 Type: 10.1038/srep27612","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ERHEVI8","journalArticle","2015","Santora, J. A.","Persistence of hotspots and variability of seabird species richness and abundance in the southern California Current","Ecosphere","","","","https://urldefense.com/v3/__http://dx.doi.org/10.1890/ES14-00434.1__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypXMLqS6o$","Aggregations of seabirds at sea may provide information on centers of enhanced trophic interactions and concentrating mechanisms, however, to date most studies lack quantification of persistence, a key hotspot characteristic. Persistence statistics may reduce uncertainty about seabird habitat use, improve understanding of the spatio-temporal scales of pelagic food web dynamics, and inform conservation planning. Using 26 years (1987–2012, 47 surveys) of shipboard surveys from a 300K km2 study area within the southern California Current Ecosystem, we conduct a spatial assessment of the inter-annual and seasonal dynamics of the persistence of seabird hotspots and identify recurring sites of elevated seabird species richness and abundance. Previous studies document declines in abundance, but were based on broad spatial standardizations to assess where declines may have occurred. Here, we refine the hypothesis that seabird populations have declined off southern California by focusing on persistently used habitats in nearshore or offshore domains. We demonstrate that spatio-temporal variability of seabird distribution and abundance is characterized by anomalous events embedded within trends. In addition to identifying the locations of persistence of seabird aggregations, we found significant declines in species richness and the density of sooty shearwater (Puffinus griseus) and Leach’s storm petrel (Oceanodroma leucorhoa); in contrast, black-footed albatross (Phoebastria nigripes) abundance appear to be increasing. This assessment provides a spatially-explicit framework for future evaluations of biophysical drivers of seabird hotspots and their associations and impacts on forage fish and zooplankton populations.","2015","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","214","","11","6","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0345; AR2016","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
