"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"D9D8GVNG","journalArticle","2019","Cordero-Quiros, N.","Composite physical–biological El Niño and La Niña conditions in the California Current System in CESM1-POP2-BEC","Ocean Modelling","","","","https://urldefense.com/v3/__https://doi.org/10.1016/j.ocemod.2019.101439__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypJK8Q9WY$","","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","1-18","","","142","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0432; AR2019 Type: 10.1016/j.ocemod.2019.101439","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FCLTTLR","journalArticle","2019","Bourne, H. L.","Carbon Flux Explorer optical assessment of C, N and P fluxes","Biogeosciences","","","","https://urldefense.com/v3/__https://doi.org/10.5194/bg-16-1249-2019__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp6jPPAyI$","The magnitude and controls of particulate carbon exported from surface waters and its remineralization at depth are poorly known. The Carbon Flux Explorer (CFE), a Lagrangian float-deployed imaging sediment trap, has been designed to optically measure the hourly variations of particle flux to kilometer depths for months to seasons while relaying data in  near10 real time to shore via satellite without attending ships. The main optical proxy of particle load recorded by the CFE,  volumeattenuance (VA; units of mATN-cm2), while rigorously defined and highly precise, has not been robustly calibrated in terms of particulate organic carbon (POC), nitrogen (PN), and phosphorus (PP). In this study, a novel 3D printed particle sampler using cutting edge additive manufacturing was developed and integrated with the CFE. Two such modified floats (CFE-Cals) were deployed a total of 15 times for 18-24-hour periods to gain calibration imagery and samples at depths near 150 meters in 15 four contrasting productivity environments during the June 2017 California Current Ecosystem – Long Term Ecological Research (LTER) process study. Regression slopes for VA: POC and VA:PN (units mATN-cm2 : mmol; R2 in parentheses) were 10.07´103 (0.86), 10.05´104 (0.87) respectively and was not sensitive to environment or classes  of particles sampled. PP was not strongly correlated with VA.","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","1249-1264","","","16","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0436; AR2019 Type: 10.5194/bg-16-1249-2019","","","","CCE; P1706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MV8CXRH8","journalArticle","2019","Bograd, S. J.","A water mass history of the southern California Current System","Geophysical Research Letters","","","","https://urldefense.com/v3/__https://doi.org/10.1029/2019GL082685__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp-ioLLe8$","The California Current System represents a conﬂuence of different water masses originating in the subarctic, subtropical, and tropical eastern Paciﬁc. Variations in their relative inﬂuence can alter regional biogeochemistry and ecosystem structure. We perform an optimum multiparameter analysis on historical hydrographic data to quantify the spatiotemporal variability of water mass contributions to the California Current. Within the pycnocline, a strong cross‐shore gradient in the primary water mass source reﬂects the dominant advective pathways within the California Current and California Undercurrent. The El Niño Southern Oscillation imparts variability in the relative contributions and depth structure of source waters, allowing stronger upwelling during La Niña to more effectively tap nutrient‐rich, oxygen‐poor waters originating in the eastern tropical North Paciﬁc. This regional water mass history provides context for understanding the drivers and pathways of biogeochemical variability in the California Current and demonstrates that oceanic changes occurring far aﬁeld can have regionally heterogeneous impacts.","2019","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","6690-6698","","","46","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0441; AR2019 Type: 10.1029/2019GL082685","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X83DBRGV","journalArticle","2018","Stukel M. R., M. Décima and T. B. Kelly","A new approach for incorporating 15N isotopic data into linear inverse ecosystem models with Markov Chain Monte Carlo sampling","PLoS ONE","","","","https://urldefense.com/v3/__https://journals.plos.org/plosone/article/file?id=10.1371*journal.pone.0199123&type=printable__;Lw!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yppR2QajQ$","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","e0199123","","6","13","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0408; AR2018 Edition: 6/18/2018 Type: 10.1371/journal.pone.0199123","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9RKDMRA","journalArticle","2018","Nickels, C. E. and M. D. Ohman","CCE III: Persistent functional relationships between copepod egg production rates and food concentration through anomalously warm conditions in the California Current Ecosystem","Deep-Sea Research Part I","","","","https://urldefense.com/v3/__https://doi.org/10.1016/j.dsr.2018.07.001__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypFuZsgD8$","We hypothesized that copepod egg production rates would be suppressed relative to their normal functional relationships with food availability during the NE Pacific warm anomalies of 2014–2015 and the El Niño event of 2015–2016. We also hypothesized that copepods would show increased rates of egg production and recruitment in association with ocean fronts. Three species of copepods (Calanus pacificus, Metridia pacifica, and Eucalanus californicus) were incubated at sea in simulated in situ conditions to ascertain egg production rates and egg hatching success during a sequence of 3–5 California Current Ecosystem-Long Term Ecological Research (CCELTER) cruises across diverse ocean conditions. Several indices of food availability were measured. The warm events had no significant effect on egg production rates measured in the experiments conducted here. Egg production and net naupliar production rates varied markedly among copepod species and across spatial gradients, but relationships with food concentration during warm events did not consistently diverge from functional relationships during El Niño-neutral conditions. Egg production was most commonly elevated inshore compared to offshore, but was not elevated within fronts. The egg production of C. pacificus was best explained by total Chl-a, while E. californicus was best explained by the > 20 size fraction of Chl-a. M. pacifica showed no relationship between egg production and any food metric tested. C. pacificus showed higher EPR than the other two species in virtually all conditions encountered, which may contribute to its numerical dominance throughout the region.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","26-35","","","140","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0402; RR2018 Type: 10.1016/j.dsr.2018.07.001","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SIYRS5E","journalArticle","2018","Morrow, R. M.","CCE V: Primary production, mesozooplankton grazing, and the biological pump in the California Current Ecosystem: Variability and Response to El Nino","Deep-Sea Research Part I","","","","https://urldefense.com/v3/__https://doi.org/10.1016/j.dsr.2018.07.012__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypO78jjJo$","Predicting marine carbon sequestration in a changing climate requires mechanistic understanding of the processes controlling sinking particle flux under different climatic conditions. The recent occurrence of a warm anomaly (2014–2015) followed by an El Niño (2015–2016) in the southern sector of the California Current System presented an opportunity to analyze changes in the biological carbon pump in response to altered climate forcing. We compare primary production, mesozooplankton grazing, and carbon export from the euphotic zone during quasi-Lagrangian experiments conducted in contrasting conditions: two cruises during warm years - one during the warm anomaly in 2014 and one toward the end of El Niño 2016 – and three cruises during El Niñoneutral years. Results showed no substantial differences in the relationships between vertical carbon export and its presumed drivers (primary production, mesozooplankton grazing) between warm and neutral years. Mesozooplankton fecal pellet enumeration and phaeopigment measurements both showed that fecal pellets were the dominant contributor to export in productive upwelling regions. In more oligotrophic regions, fluxes were dominated by amorphous marine snow with negligible pigment content. We found no evidence for a significant shift in the relationship between mesozooplankton grazing rate and chlorophyll concentration. However, massspecific grazing rates were lower at low-to-moderate chlorophyll concentrations during warm years relative to neutral years. We also detected a significant difference in the relationship between phytoplankton primary production and photosynthetically active radiation between years: at similar irradiance and nutrient concentrations, productivity decreased during the warm events. Whether these changes resulted from species composition changes remains to be determined. Overall, our results suggest that the processes driving export remain similar during different climate conditions, but that species compositional changes or other structural changes require further attention.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","52-62","","","140","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0404; RR2018, AR2018 Type: 10.1016/j.dsr.2018.07.012","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKWQI9Z3","journalArticle","2018","Lindegren, M.","Climate-mediated changes in marine ecosystem regulation during El Nino","Global Change Biology","","","","","The degree to which ecosystems are regulated through bottom-up, top-down, or direct physical processes represents a long-standing issue in ecology, with important consequences for resource management and conservation. In marine ecosystems, the role of bottom-up and top-down forcing has been shown to vary over spatiotemporal scales, often linked to highly variable and heterogeneously distributed environmental conditions. Ecosystem dynamics in the Northeast Pacific have been suggested to be predominately bottom-up regulated. However, it remains unknown to what extent top-down regulation occurs, or whether the relative importance of bottom-up and top-down forcing may shift in response to climate change. In this study, we investigate the effects and relative importance of bottom-up, top-down, and physical forcing during changing climate conditions on ecosystem regulation in the Southern California Current System (SCCS) using a generalized food web model. This statistical approach is based on nonlinear threshold models and a long-term data set (~60 years) covering multiple trophic levels from phytoplankton to predatory fish. We found bottom-up control to be the primary mode of ecosystem regulation. However, our results also demonstrate an alternative mode of regulation represented by interacting bottom-up and top-down forcing, analogous to waspwaist dynamics, but occurring across multiple trophic levels and only during periods of reduced bottom-up forcing (i.e., weak upwelling, low nutrient concentrations, and primary production). The shifts in ecosystem regulation are caused by changes in ocean-atmosphere forcing and triggered by highly variable climate conditions associated with El Nino. Furthermore, we show that biota respond differently to major El Nino events during positive or negative phases of the Pacific Decadal Oscillation (PDO), as well as highlight potential concerns for marine and fisheries management by demonstrating increased sensitivity of pelagic fish to exploitation during El Nino.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","796-809","","","24","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0397; RR2018 Type: 10.1111/gcb.13993","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RYGAVMJW","journalArticle","2018","Lilly, L. E. and M. D. Ohman","CCE IV: El Niño-related zooplankton variability in the southern California Current System","Deep-Sea Research Part I","","","","https://urldefense.com/v3/__https://doi.org/10.1016/j.dsr.2018.07.015__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358yp264yTbw$","We analyzed seven El Niño events (springs 1958–59, 1983, 1992–93, 1998, 2003, 2010, and 2016) and the 2014–15 Pacific Warm Anomaly (spring 2015) for their impacts on zooplankton biomass and community composition in the southern sector of the California Current System (CCS). Although total mesozooplankton carbon biomass was only modestly affected during El Niño springs, community composition changed substantially. Carbon biomass of five major zooplankton taxa correlated negatively with San Diego sea level anomaly (SDSLA), a regional metric of El Niño physical impacts in the CCS. Additional taxa were negatively related to SDSLA via a time-lagged response reflected in an autoregressive-1 (AR-1) model. All five SDSLAcorrelated taxa decreased in carbon biomass during most El Niño years compared to the surrounding years; the exception was the mild event of 2003. Principal Component Analysis revealed coherent species-level responses to El Niño within the euphausiids, copepods, and hyperiid amphipods. Percent similarity index (PSI) comparisons showed pronounced changes in the compositions of euphausiid and, to a lesser extent, calanoid copepod communities during El Niño. By grouping El Niños into Eastern Pacific (EP) versus Central Pacific (CP) events based on their expressions along the equator, we found that CCS zooplankton assemblages showed a tendency toward greater changes in species composition during EP than CP El Niños, although we had low statistical power for these comparisons. Several species showed consistent biomass changes across La Niña events as well, generally opposite in sign to El Niño responses, but overall community composition showed minimal change during La Niña. Carbon biomass and community composition returned to pre-Niño levels within 1–2 years following almost every event, suggesting high resilience of southern CCS zooplankton to El Niño perturbations to date.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","36-51","","","140","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0403; RR2018 Type: 10.1016/j.dsr.2018.07.015","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S9V8XYKC","journalArticle","2018","Kenitz, K. M.","Community trait distribution across environmental gradients","Ecosystems","","","","https://urldefense.com/v3/__https://doi.org/10.1007/s10021-018-0314-5__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypErclvOQ$  https://urldefense.com/v3/__https://www.researchgate.net/deref/https*3A*2F*2Fdoi.org*2F10.1007*2Fs10021-018-0314-5__;JSUlJSU!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypg_79h5k$","Variability in community composition is often attributed to underlying differences in physical environments. However, predator–prey interactions can play an equally important role in structuring communities. Although environmental differences select for different species assemblages, less is known about their impacts on trait compositions. We develop a trait-based analysis of plankton communities of the southern California Current System across multiple trophic levels, from bacteria to mesozooplankton, and over a gradient of environmental conditions, from the oligotrophic open ocean to coastal upwelling. Across a factor of four differences in total community biomass, we observe similarities in the size structure along the environmental gradient, with the most pronounced departures from proportional variations in the biomasses found in the largest protists (> 40 lm). Differences in the trait distributions emerge within a small range of size groups: greater biomass contribution of larger autotrophs (> 10 lm) is observed only for the upwelling region.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","","","","","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0416; AR2018 Edition: 7Nov2018 Type: 10.1007/s10021-018-0314-5","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDAMZTL7","journalArticle","2018","Kahru, M.","CCE I: Decrease in the frequency of oceanic fronts and surface chlorophyll concentration in the California Current System during the 2014-2016 northeast Pacific warm anomalies","Deep-Sea Research Part I","","","","https://urldefense.com/v3/__https://doi.org/10.1016/j.dsr.2018.04.007__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypYz_LhlA$","Oceanic fronts are sites of increased vertical exchange that are often associated with increased primary pro-ductivity, downward ﬂux of organic carbon, and aggregation of plankton and higher trophic levels. Given theinﬂuence of fronts on the functioning of marine ecosystems, an improved understanding of the spatial andtemporal variability of frontal activity is desirable. Here, we document changes in the frequency of sea-surfacefronts and the surface concentration of chlorophyll-a (Chla) in the California Current System that occurredduring the Northeast Paciﬁc anomalous warming of 2014–2015 and El Niño of 2015–2016, and place thoseanomalies in the context of two decades of variability. Frontal frequency was detected with the automatedhistogram method using datasets of sea-surface temperature (SST) and Chla from multiple satellite sensors.During the anomalous 2014–2016 period, a drop in the frequency of fronts coincided with the largest negativeChla anomalies and positive SST anomalies in the whole period of satellite observations (1997–2017 for Chlaand 1982–2017 for SST). These recent reductions in frontal frequency ran counter to a previously reportedincreasing trend, though it remains to be seen if they represent brief interruptions in that trend or a reversal that will persist going forward.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","4-13","","","140","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0400; RR2018, AR2018 Type: 10.1016/j.dsr.2018.04.007","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9BUDSFE","journalArticle","2018","Kelly, T. B.","CCE II: Spatial and interannual variability in export efficiency and the biological pump in an eastern boundary current upwelling system with substantial lateral advection","Deep-Sea Research Part I","","","","https://urldefense.com/v3/__https://doi.org/10.1016/j.dsr.2018.08.007__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypgYnlTBo$","","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","14-25","","","140","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0401; RR2018, AR2018 Type: 10.1016/j.dsr.2018.08.007","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7Q99Y6ZY","journalArticle","2018","Jacox, M. G.","Coastal upwelling revisited: Ekman, Bakun, and improved upwelling indices for the U.S. West Coast","Journal of Geophysical Research-Oceans","","","","https://urldefense.com/v3/__https://doi.org/10.1029/2018JC014187__;!!Mih3wA!TIxBg1YeDlzeudIr0oPjTeSLeodmL844cEatr4iXGtRyAqBABOo358ypWWNyqr4$","Coastal upwelling is responsible for thriving marine ecosystems andfisheries that aredisproportionately productive relative to their surface area, particularly in the world’s major easternboundary upwelling systems. Along oceanic eastern boundaries, equatorward wind stress and the Earth’srotation combine to drive a near-surface layer of water offshore, a process calledEkman transport. Similarly,positive wind stress curl drives divergence in the surface Ekman layer and consequently upwelling frombelow, a process known asEkman suction. In both cases, displaced water is replaced by upwelling of relativelynutrient-rich water from below, which stimulates the growth of microscopic phytoplankton that form thebase of the marine food web. Ekman theory is foundational and underlies the calculation of upwelling indicessuch as the“Bakun Index”that are ubiquitous in eastern boundary upwelling system studies. While generallyvaluablefirst-order descriptions, these indices and their underlying theory provide an incomplete pictureof coastal upwelling. Here we review the relevant dynamics and limitations of classical upwelling indices,particularly related to representation of the surface wind stress, the influence of geostrophic currents, and theproperties of upwelled water. To address these shortcomings, we present two new upwelling indices forthe U.S. West Coast (31–47°N), which are available from 1988 to present. The Coastal Upwelling TransportIndex and the Biologically Effective Upwelling Transport Index provide improved estimates of verticaltransport and vertical nitrateflux, respectively, by leveraging technological and scientific advances realizedsince the introduction of the Bakun Index nearly a half century ago.","2018","2022-12-16 19:26:41","2022-12-16T19:26:41Z","","7332-7350","","","123","","","","","","","","","","","","","","","","","Accession Number: CCE LTER Contribution #0431; AR2019 Type: 10.1029/2018JC014187","","","","CCE; Published","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
